speaker,text,transcripts-id
Anne Karhio," Thank you very much, Julian it's that's great and we are still on schedule and we're still also a schedule of having one more presentation in this panel, I think there was a slight mix up with with the schedule.",20210526-181202
Anne Karhio," But since everybody that has been keeping to their time fairly well that's that's not going to cause a problem, so we have another presentation to look forward to which is by Karen and Donna key and the Simeon Simeon Otto.",20210526-181202
Anne Karhio, And I believe our presenters are are here on.,20210526-181202
Anne Karhio, The.,20210526-181202
None,stage is yours.,20210526-181202
Andy, Thank you very much and yeah and to the other presenters and the audience and we appreciate.,20210526-181202
Andy, squeezing us in I hope I wonder whether we should just simply move along with this without a presentation of the screen.,20210526-181202
Andy," We were presenting some research that we have probably been conducting now for about a year year and a half, starting with.",20210526-181202
Andy," Some research that we were doing for that Barcelona agency, I wonder whether we're still under an nda phenomena I don't know anyway.",20210526-181202
Andy," So into social media, so one of the questions that we started to ask ourselves was with this kind of forced experiment in in online existence that was 2020.",20210526-181202
Andy, We we were wondering.,20210526-181202
Andy, about these spaces that were once occupied by individuals and artists and and practitioners.,20210526-181202
Andy, In electronic literature.,20210526-181202
Andy, Becoming eclipsed by social media platforms and we started to think a little bit about what happens.,20210526-181202
Andy," Inside those spaces, when an artist or a writer begins to work in those spaces so we've we started working on the APP is not the territory.",20210526-181202
Andy, and,20210526-181202
Andy," writing to the edge of platform ISM so the research itself is a typical for us, we we generally we generally make things first and then we post the arise so we're.",20210526-181202
Andy," You know we're we're sort of writing this research, we started off with the idea of 1000 platforms, so we talked a little bit about platform ISM and we try and establish.",20210526-181202
Andy," Some arguments around platform ISM as an ideology, but we wanted to look at platform ISM as an ideology, because it seems to have.",20210526-181202
Andy, As Andy was saying it's eclipsed the use of the World Wide Web it has taken the audience away obviously well repositioned as as all of the examples we've seen today.,20210526-181202
Andy," In this panel have shown us obviously thriving even in these spaces and we're not denying that at all what we're saying, though, is that perhaps in the rush to occupy and to work within these spaces, there may be.",20210526-181202
Andy," There may not have been enough time to reflect on what the audiences and challenges of platform ISM are like what are we doing inside platform isn't, how is it changing the artist and the and the creative practitioner, so we wanted to establish that platform ISM.",20210526-181202
Andy, platform is we call it platform ISM and we believe very strongly that it is an ideology obviously this is reflecting what echoing.,20210526-181202
Andy," work by loving and Wendy churn and this suggestion has been made, that this is, we are in an ideology when we're in these applications on our smartphones because.",20210526-181202
Andy, There is a certain control ahead Gemini of the structure and of the formal spaces and of the template and there's no no control over the over the writing spaces and the communication spaces by the user and so.,20210526-181202
Andy," And at the same time, we are perceiving our world in a different way, if we are performing or creating within social media with our life activity.",20210526-181202
Andy," So, in the end the platform or the system of platforms through the device and the APP and the other uses controls our perception, it is logical in its form.",20210526-181202
Andy," It controls, our actions or It encouraged us to act in particular ways and, and these are all the signs that point to platform ISM being an ideology, if you frame it in this way, so we.",20210526-181202
Andy," So i'm skipping that page, then we will.",20210526-181202
Andy, say so.,20210526-181202
Andy, So all right so we're talking about we're talking about.,20210526-181202
Andy," An ideology and list let's take that as a premise what we're starting to really think about at this point, and I think a good example of this is a scene from friends the TV series in which.",20210526-181202
Andy," All the characters visit London, and this would be very quick So if you can indulge this example Chandler and and joey exit from the hotel in London and joy is you probably know, the same it's quite well known, but if you don't.",20210526-181202
Andy," joy is disoriented and needs to find himself in the in the territory, he opens up a map and he says, I know i'm going to have to get into the map, he lays the map on the ground and he steps into this map, I hope you can see, this little.",20210526-181202
Andy, The screen that i'm.,20210526-181202
Andy, That we're talking on top of here.,20210526-181202
Andy, And this was a really interesting thing for us it's this Mary poppins moment sort of jumping into kind of drawings on the ground and entering into a new reality we see Joe instead kind of.,20210526-181202
Andy, bodily moving into the the the the map itself and we started thinking okay well there's something in this here.,20210526-181202
Andy," So we talked about, we talked about platforms as literally being like the etymology plateaus you know they are raised up from.",20210526-181202
Andy," Everything else that is the ground or is the flow, or is the Internet or whatever else, and this started, of course, with with the page rank system, you know where webs.",20210526-181202
Andy," web sites have to be seen, so there was the idea of a search engine that would rank or page rank from from brand and page and brands page rank is is basically the the original.",20210526-181202
Andy," That edge, if you like, that later becomes the edge rank that we find in a lot of these platforms so we're drawing a conclusion at this point that the that the platform, the edge of this platform.",20210526-181202
Andy," This edge less edge in a way, is defined by the user and but defined by the multiple users as well, because the the social media application is only as strong as the number of followers as.",20210526-181202
Andy," You know, as was mentioned before, the idea of Gavin parlor and all of these.",20210526-181202
Andy, These Apps they have their followers again subscribing to the ideology of platform ISM but that communal edge is the is determined by the algorithm.,20210526-181202
Andy," Of affinity and weight and decay, so the number of people that you have around you at any given time and the weight, which is the importance of your post, the idea that it is original content or it's.",20210526-181202
Andy," You know it's better than a just a repost are alike, and then the decay that it's it's how it's like losing visibility, over time, so the idea, this will encourage users to keep posting so there's a continuous stream.",20210526-181202
Andy, Of these activities together are forming you know the edge of your own profile this edge rank for yourself as a user and collectively within the platform.,20210526-181202
Andy," But then the edge of that platform, if it is your own activity and you're living that and proceed it, it keeps pushing beyond it's it's as.",20210526-181202
Andy," You know, and he just said, is it is an edge list edge, so I talked a little bit about Darren Darren here which Karen doesn't want me to mention.",20210526-181202
Andy," But let's say that i'm leaning on derrida's notion of aporia so this border beyond which we can't pass, so this so so the platform represents in a way.",20210526-181202
Andy, a map of outdoor territory in which we step into because we feel we sense an existential threat like joey we move into it.,20210526-181202
Andy, And it's and and moving towards that edge is impossible it's an aporia it's and Angeles edge because it represents.,20210526-181202
Andy, A kind of cynic Tokyo kind of representation of ourselves so i'll read otherwise we'll never in this character so users upload that live content social media reconstructing that world they take on a digital persona and step into the map social media provides the APP.,20210526-181202
Andy," profiles sorry social media profiles or the APP replace the territory, and there are users who find comfort in the template driven.",20210526-181202
Andy," surface of the plateau like joey and others who are uncomfortable and resist the urge like Chandler no end on chandler's words when joey steps into the map chandler's kind of horrified by this, and he looks on and says, if you see a little version of me in there, kill it.",20210526-181202
Andy," Matters what a place to invest, well, I think the conclusion, though it yeah definitely about platform ISM but the conclusion that we draw it in the paper that unfortunately we didn't upload in time.",20210526-181202
Andy, Is that what what writing can occur when you're writing with the awareness of the processes of the edge that will allow your work to be seen in a in a particular way and it creates your audience for you.,20210526-181202
Andy, it's not it's not a democratizing space in any in any way your audience is filtered by this edge rank.,20210526-181202
Andy," So what writing can occur when you write with the awareness of the processes of the edge, knowing that the that the activity.",20210526-181202
Andy," Is the data you're transacting, this is the exchange that you sign off on on the terms of service, when you become a user and you enact the platform ISM and then, knowing that you have zero space to reprogram your communication spaces so that's I guess the question is, how can we write.",20210526-181202
Andy, In against.,20210526-181202
Andy, The platform yeah.,20210526-181202
Andy," That was it, I think we we thought five minutes wasn't very much we just thought would add live.",20210526-181202
Andy, Thank you.,20210526-181202
Anne Karhio, Thank you Karen Thank you and I actually think.,20210526-181202
Anne Karhio, It was the perfect concluding presentation for the panel.,20210526-181202
Anne Karhio, Because I feel there is there is.,20210526-181202
Anne Karhio," there's the home opposition or balance to be a phone between platform is an online platforms and mobile platform as enabling and as tools for resistance to marginalization and democracy, and so on.",20210526-181202
Anne Karhio," Which is a valid approach, but equally valid is the question of who controls platform platforms, who controls their design who decides what we see who sees our.",20210526-181202
Anne Karhio," Products of our creative work and here's our voice, so I think that tension is something that might be interesting.",20210526-181202
Anne Karhio," To discuss as well, a little bit from the point of view of all of the.",20210526-181202
Anne Karhio, presentations or or in the context of all of the topics covered here.,20210526-181202
Anne Karhio," So if people have questions or comments, please add a plus or Q on to the chat window and I will.",20210526-181202
Anne Karhio, distribute.,20210526-181202
Anne Karhio," slot sport for questions here, I think there is one already here from carlotta.",20210526-181202
Anne Karhio, Is Carlos oh here.,20210526-181202
Carlota Salvador Megias," I am, but I I didn't have a question.",20210526-181202
Anne Karhio," Okay, there was.",20210526-181202
Anne Karhio," It okay that was another comment, then i'm.",20210526-181202
Anne Karhio, Okay there's.,20210526-181202
Anne Karhio," Two questions waiting so we'll start with search, perhaps, and then i'll give you so I happen to see certain question first and then we'll move on to a knife that's okay.",20210526-181202
Serge BOUCHARDON, read my question in the chat or.,20210526-181202
Serge BOUCHARDON, I can hear you.,20210526-181202
Serge BOUCHARDON, got to Christian for two questions for us to see.,20210526-181202
Serge BOUCHARDON," There is a French natural just for service now nurture and she defines empathy in a fiction, as the and we say it in French, because I know you can speak French Medusa obviously depending on the persona dependencies from one.",20210526-181202
Serge BOUCHARDON," So, for her an interactive now it again as ballerina love would be more based on identification than an empathy.",20210526-181202
Serge BOUCHARDON," So, would you agree with that this is my first question and I got the second question.",20210526-181202
Serge BOUCHARDON," I think it's interesting to notice that the inspiration of Bernie my love originally on time on the move, in France.",20210526-181202
Serge BOUCHARDON," was a real what's up thread published by a limo the newspaper, but the website reminder site.",20210526-181202
Serge BOUCHARDON, It was called the diary of an immigrant and then it was transformed in a in a fiction for smartphone Mr Fisher.,20210526-181202
Serge BOUCHARDON, And bury me my love place on the notifications by a fictional character sent to the reader and.,20210526-181202
Serge BOUCHARDON," To this, you know this frontier blurred between the fictional time and your readers real time, so do you think that.",20210526-181202
Serge BOUCHARDON, The smartphone device.,20210526-181202
Serge BOUCHARDON, reinforces.,20210526-181202
Serge BOUCHARDON, accelerates the blurring of the fiction gaseous reality frontier distinction.,20210526-181202
susiecronin," yeah Thank you so much, so those are two really great questions and to address the first question this idea of empathy as a hindered or block desire to help the character, I think that's really pertinent to bury me my love and, for me, and there is a point which also makes me think of.",20210526-181202
susiecronin," Some years presentation in which the female writers referred to catharsis and emancipation because there's a point and bury me my love, in which nor admits that she is tired of the abuse that she's been suffering and this.",20210526-181202
susiecronin," is something really jarring to both the user and imagine, because the way in which she depict her experience is always extremely jokey.",20210526-181202
susiecronin, it's almost as if she's partaking in this mischievous adventure and there is a point in which that sort of crack in the in the perfect carving of the narrative as something.,20210526-181202
susiecronin, liberating leads the user and magic to question that whole depiction so there's an element in which that flips the whole experience and it shows precisely that blockage to empathy the fact that what we've been consuming.,20210526-181202
susiecronin," is produced, specifically for our consumption and not as a realistic depiction of personal experience, so I think that experience of empathy as a frustrated and impossible identification is probably and.",20210526-181202
susiecronin," engendered by that one sort of pivotal point, so I think that's quite interesting and the second question, let me just have a little look.",20210526-181202
susiecronin," Oh no i've lost it, it was real what's up a do you think the smartphone device reinforces the blurring of the fiction is reality frontier absolutely because.",20210526-181202
susiecronin," When you enable these push notifications on your phone and the message that appears well, sometimes it doesn't have any sort of Meta.",20210526-181202
susiecronin, ban banner that shows that it's from the APP it doesn't sort of say bury me my love content designated sort of distinction from your reality so you're getting messages that say things like.,20210526-181202
susiecronin, i'm stuck on the Croatian border or I made it or my phone my day soon and they're popping in a note.,20210526-181202
susiecronin, And entwined with the logic of your own sort of phone messages so you're getting whatsapp messages saying things like bring milk and bread from the shop and.,20210526-181202
susiecronin," sort of messages saying what am I going to do about the violence that the Serbian border, so I think that's really effective, and I think that blurring is really necessary to the generation of.",20210526-181202
susiecronin," An empathy that can only go so far, because of precisely that blocked ability to identify and experience so two.",20210526-181202
susiecronin," really interesting questions Thank you so much, and i'm looking forward to reading your work on very moved by law.",20210526-181202
Anne Karhio, Thanks very much.,20210526-181202
Anne Karhio," So I think next it's Anna stephanie and David unless i've missed somebody and, if I have give me give me a shout so Anna you have a question.",20210526-181202
Anna Nacher," um Thank you very much for all your presentations and also think of search for your question, because actually my question is also to susie and.",20210526-181202
Anna Nacher," It sort of develops along similar line, and it also stems from my analysis of interactive story called migration trail.",20210526-181202
Anna Nacher," Night not 2017 and your presentation actually the questions make me think about one particular aspect, because you know narrative can be such a centralizing and unit sizing tool when it comes to the fiction of dramatic and tragic developments right.",20210526-181202
Anna Nacher, My question would be Do you see any chance or any rural or significance significance for the gaps in the narrative.,20210526-181202
Anna Nacher," Because my impression is when they analyzed migration trail a couple of years ago it was published in the paper is that an Korea happens to be editing so anyway, when they analyze this interactive.",20210526-181202
Anna Nacher," story I sort of wasn't aware of it, then and i'm aware of the spec now that i'm you know these days.",20210526-181202
Anna Nacher, When we have platforms and when basically most of our experience is so centralized so you know packed and ready to consume right by the others.,20210526-181202
Anna Nacher," We may be need different approaches, we may be need are the narrative that is open to gaps discontinuities frictions you know.",20210526-181202
Anna Nacher, In order to present this extremely traumatic experiences because migration plan trails also based on the real events of the migration crisis in Europe in 2015.,20210526-181202
Anna Nacher," But what it offered it unfold that on over the course of 10 days, so you could unlock the next chapter on me the next day after you finished.",20210526-181202
Anna Nacher," The previous one, so what is did was that you are sort of left um you know, in the vacuum, when you finish the reading the chapter and then you didn't know what happens to.",20210526-181202
Anna Nacher," To the protagonist and then there were also some some I think intentionally inserted gaps that came from on the performances of the platforms used like it didn't load, you know.",20210526-181202
Anna Nacher," seamlessly you had to wait until it loads and you didn't know you know this, this kind of gap so i'm so sorry for taking up so much space, but actually.",20210526-181202
Anna Nacher," it's because your your presentation was so so inspiring so so that would be my question, do you see any any chance in the potential or any examples of such gaps discontinuities that would actually be you know, for me, that would be the potential to and pathetic storylines.",20210526-181202
susiecronin, yeah thanks that's really great and I absolutely think that so linkedin a little bit to what we were saying with surge.,20210526-181202
susiecronin, I think that pivotal moment in which we realized that what nor is relaying isn't actually.,20210526-181202
None,Very.,20210526-181202
susiecronin," frank a depiction of her experience it's more something that kind of exposes that and consideration, and I think that's something that begs another question, as well as.",20210526-181202
susiecronin," The self censorship of migrant narrative for the sake of the public, not suffering the unrepresented I think that's really crucial, so I think that.",20210526-181202
susiecronin, as well the delays that we experienced in very me my love and the fact that actually it has 19 different endings.,20210526-181202
susiecronin," And, but sometimes it's just a cut off in the communication and it's not obviously not ghosting but it's.",20210526-181202
susiecronin," The equivalent it's you know, the fact that communication just ceases to unfold in a way that the user at the point that this happens, has gotten used to exchanging.",20210526-181202
susiecronin," And there's a kind of always a temporary reassurance in what little can be communicated, so I do think that.",20210526-181202
susiecronin," unknown that the non narrative gestures to is much more important, and so the narrative itself serves this kind of adjacent to function, whereby it's always gesturing to the unrepresented well.",20210526-181202
susiecronin," What its function is very important in doing so, so that sort of incompleteness is is what feeds our awareness of what needs to be understood.",20210526-181202
susiecronin, If that answers.,20210526-181202
susiecronin, Thanks.,20210526-181202
Anne Karhio," Great thanks for the question and thanks for the answer stephanie has had her hand up, but I think there's a question about posting links to the paper but stephanie would you like to ask further question yeah.",20210526-181202
Stephanie Strickland," No, I was, I wanted to know about have forgiven Lincoln and we have gotten a link and I think now we've gotten another differently.",20210526-181202
Anne Karhio, About.,20210526-181202
None,Sorry.,20210526-181202
Anne Karhio, Much.,20210526-181202
Anne Karhio," and David has a question here um for all panelists table do you, like me to ask your question or.",20210526-181202
Anne Karhio," Oh, you.",20210526-181202
David Wright, know all.,20210526-181202
David Wright," That, why not um.",20210526-181202
David Wright, yeah i'm drawn to this is a scholar from it was an ex employee called James rollins who became an Oxford digital ethics scholar.,20210526-181202
David Wright, And he kind of burned a book called stand on a stand out of a light where he kind of said we should we need to assert.,20210526-181202
David Wright," ourselves upon like these social media platforms, you know we actually need as a public you can't expect the public to develop media theory as a kind of general policy and we need to actually.",20210526-181202
David Wright," insert some certain things upon them and i'm wondering, you know it was kind of geared towards me and karen's presentation, but also it's both Sam yes, you know, do you feel that.",20210526-181202
David Wright," The public can have any control over these social media or the dissemination platforms, or do you think that time has passed.",20210526-181202
David Wright, that's a rather broad question I really.,20210526-181202
Anne Karhio, Is your question address to everybody should we just let everybody have.,20210526-181202
David Wright, My own.,20210526-181202
Andy, And I know.,20210526-181202
Anne Karhio, That i'm sorry.,20210526-181202
Anne Karhio, I was going to ask if you would like to start as.,20210526-181202
Anne Karhio," he's just he was the first to present if it's a question for everybody, or.",20210526-181202
Anne Karhio, Something.,20210526-181202
Samya Roy," Oh yeah yeah I think that if you talk about social media platforms and under control over what people post I think it's very important, especially to my contest because.",20210526-181202
Samya Roy," I was just reading the previous exhibit whether people from draft, who are also coincidentally from India, they were there, presenting about their expressions in electronically, to show.",20210526-181202
Samya Roy," Now they used Google sheets, as appears to showcase their projects to give links to other projects, the way they have used Google sheets Google sheets.",20210526-181202
Samya Roy," You can just say it as a place where you can type or you can do stuff but the way they have used Google sheets, it seems like.",20210526-181202
Samya Roy," have used to like a platform itself, where it looks like a space where you can navigate I certainly did nothing that you can use mobile cheap right.",20210526-181202
Samya Roy," And so that is number one and number two about instagram when instagram came out when it was because of people sharing pictures on it, but now I see people.",20210526-181202
Samya Roy," Creating media instagram with real cetera et cetera so every moment every moment of every media can be used in ways that we like, but the question once again depends on the.",20210526-181202
Samya Roy," For me, at least, it depends on the offenses as well, because I see people meeting on twitch and discussing academic activities on twitch but that can be possible in a particular social, cultural contexts where that is possible.",20210526-181202
Samya Roy," That can be possible in a context where there is the technical of audience, but not in India in India for discussions in whatever manner personal, professional, we still have to bank on something like whatsapp therefore the.",20210526-181202
Samya Roy," Larger the line between the public and the private is not there, so I think the investigation should be on the performances the infrastructure and, most importantly, the digital divide, which I believe is extremely important, so thank you for the question.",20210526-181202
Anne Karhio, Thank you very much summit and susie was would you like to.,20210526-181202
Anne Karhio, respond to the question.,20210526-181202
susiecronin," Sure, and i'll just comment really quickly on our kind of knee jerk reaction to that thought and one of the questions posed was can the public have any control over social media platforms and I think.",20210526-181202
susiecronin, The root of a lot of the issues we have with public engagement with social media platforms is that precisely they think they are being given controlled by these.,20210526-181202
susiecronin, platforms and.,20210526-181202
susiecronin, So I think that.,20210526-181202
susiecronin," You know that has such a radical overhaul calling to be done, that i'm not sure that awareness is for many even blunted and, as you say that um the public wants sort of.",20210526-181202
susiecronin," Independently developed media theory so that self reflexive external ability to step back and analyze what's happening as a kind of mechanism of control and is not sort of planted yet for a month, so I think.",20210526-181202
susiecronin," At the risk of sounding a little bit pessimistic, I think that idea of the public gaining control needs to be preceded by an awareness that control is a factor that is impinging upon social media use in the first place and i'll stop there, because.",20210526-181202
Anne Karhio, Julian um any thoughts.,20210526-181202
Julian Hanna, Little I don't know.,20210526-181202
Julian Hanna," Okay yeah lots of thoughts, but a little bit.",20210526-181202
Julian Hanna, little bit muddy but I thought first of I was thinking of platform cooperative ISM but that's sort of sharing economy stuff but you know is terms of an effort to kind of.,20210526-181202
Julian Hanna," reclaim the platform or something like it, and then I was also thinking of put it in the chat that Caroline busters article, it was quite nice earlier this year about the counterculture and kind of you know, dark forest sort of you know, a proliferation of new kinds of platforms and.",20210526-181202
Julian Hanna, New forms of counterculture off the kind of mainstream platforms.,20210526-181202
Julian Hanna, I don't know something something something like.,20210526-181202
Anne Karhio," Thank you, Julian thanks for the link as well.",20210526-181202
Anne Karhio, Right so yeah i'm Andy and.,20210526-181202
Anne Karhio, who inspired this question how would you.,20210526-181202
Andy," Thank you and thank you, Julian for that link, I know I know what i'm reading tomorrow morning, so um.",20210526-181202
Andy, I think it's a question of controlling what do we mean writing the code do we mean writing that algorithm that measures every action and behavior whether conscious or otherwise.,20210526-181202
Andy," The the it's not that it's too late, if there was never any control where where we you know were offered.",20210526-181202
Andy," To be users but we're being used, you know that that there would have to be I don't know I can imagine the possibility of some sort of.",20210526-181202
Andy," I don't know the can never be any control, in my opinion Karen I think the control can be.",20210526-181202
Andy, Perhaps in in the weight i'm thinking of the tick tock users who will get together and promised to be.,20210526-181202
Andy," At trump's rally and completely sort of tilted that off balance, and so I think there can be control, but not in the visual sense, like, I think, as you know, we're designers so we often.",20210526-181202
Andy, struggle with working on on all of these platforms and we had a sort of a thriving Internet art publication.,20210526-181202
Andy," Until the arrival of these platforms, that the kind of just vacuumed up just hoovered up our audience and took them onto the mobile devices and.",20210526-181202
Andy," flash wouldn't run on them and and nothing was was compatible anymore, and the audience didn't seem to care they weren't looking outwards, they were looking inwards so we needed to get past, I think that whole.",20210526-181202
Andy, sort of flurry of the emergence of the selfie and and all of this sort of.,20210526-181202
Andy, narcissistic posting your breakfast and and and all of those sort of we needed to get all of those urges out as as.,20210526-181202
Andy," The general mass public or the mass population could suddenly publish and be seen on a screen and on a device, and they were looking at themselves, and I think this is the risk.",20210526-181202
Andy, of writing in the platform is that you get tangled up in this sort of narcissistic identity quest and sometimes you get so distracted.,20210526-181202
Andy," You forget why you were there in the first place, but I think, yes, you can, because in the long run.",20210526-181202
Andy," All of the activity of the social media platform is the edge and that edge is feeding back the data to you know as oil, you know as the supply.",20210526-181202
Andy," To the mission to the machinery to the you know, to the iphones we probably do have some say we don't really know it, but we it's not allowed voice, but we have.",20210526-181202
Andy," You know, with with our wallets and and with our.",20210526-181202
Andy," Being followers and being active on the social media platforms, we do have a certain amount of agency, but it's not precisely that.",20210526-181202
Andy," The design that we would imagine all that we had the freedom to have when when the Internet and php and all that sort of stuff was and flash was was the dominant hegemony, but I think I think it's shaking now, I think.",20210526-181202
Andy," You know this mess acceleration of everybody going onto the platforms has widened, you know the the opportunities and the ordinances in in digital space, so I am optimistic i'm not quite sure of the route to get there, I disagree can.",20210526-181202
Andy, We.,20210526-181202
Andy," write, we do need to code, we need to you know follow marinas advice and and everyone else here in the room that are coders and I, you know.",20210526-181202
Andy," Obviously plugging away until we can we can break whatever we can put something else and it's maybe writing to the urges is cold and I presume, it is yeah.",20210526-181202
Anne Karhio," Thank you very much and encourage any questions that I have missed give me a shout now, if I have because I have a question so.",20210526-181202
Anne Karhio," One thing that I started thinking about that has to do with writing and language and access, but in a slightly different way in which they've been introduced his language and translation and the hegemony of English and English English kind of as lingua franca of many social media platforms.",20210526-181202
Anne Karhio, And how this question of agency.,20210526-181202
Anne Karhio," And kind of resistance to marginalization might relate to the language that people use or want to use or understand or have access to come, and I suppose, this is a question.",20210526-181202
Anne Karhio," To anyone in the panel some yeah I was thinking of the Indian context, in particular, but then of course French language and so on, that susie susie has written about French literature and even though it wasn't the topic today, but it is relevant to social media as well.",20210526-181202
Anne Karhio," Tell me, would you like to comment on the question of language.",20210526-181202
Anne Karhio, and use of online platforms for for.,20210526-181202
Anne Karhio, Content demand it out.,20210526-181202
Samya Roy," yeah absolutely I would love to comment on that, because that is something which has been very integral to my experience growing up, especially because i'm from India.",20210526-181202
Samya Roy," It is an ex colony of of Britain, Britain and and the colonial hangover is something that is.",20210526-181202
Samya Roy," palpable invisible in in daily lives now what you were saying about the hegemony of language, this can be seen in two ways, and this is, this is the event that I have with.",20210526-181202
Samya Roy," natives of my place all the time that there are one strand of people who think that we need to go back to our own languages, whatever that means.",20210526-181202
Samya Roy," and use that for coming occasion for academics and all sorts of stuff but speaking my language into consideration, I am a native born last speaker Bengali that is.",20210526-181202
Samya Roy, it's not a language which can accommodate a lot of.,20210526-181202
Samya Roy," techno technology or whatever, whatever there are a lot of difficulty when you come across as I was recently asked to serve as a social media translator for something that's coming up.",20210526-181202
Samya Roy," And i'm supposed to write things in Bengali over there, but my question here my problem here is to how do I get across do I write.",20210526-181202
Samya Roy," Some words in Bengali in someones in English, now that is one way to look at it, whether you use your own language or whether you do not.",20210526-181202
Samya Roy, And there are some other people who think that quote unquote some language which is from the colonizer.,20210526-181202
Samya Roy," That language is no longer a part of the colonizer in a very Caliban tempest sense of the term, it is your language now and whether you want to speak back cars or whatever you want to do it's your language now.",20210526-181202
Samya Roy," i'm more belonging to the lighter side of the spectrum, but when I see people use language on social media.",20210526-181202
Samya Roy," They use it in two ways people who are proficient in the news we use English and people who want to use bangla the US bangla, but there are also people who know both.",20210526-181202
Samya Roy," The pressure to use bangla does because they want to show what their identity said, where they come from and what their identity is so I think it's a matter of personal politics of what.",20210526-181202
Samya Roy," People stand for, do you have very honest and I have tried to pinpoint it to a general consensus, but I have to.",20210526-181202
Anne Karhio, Thank you very much samia and.,20210526-181202
Anne Karhio," there's there was a question coming from sound, but CERN has decided that he has he has sort of been this question has served me answered already and Roberta has been asking.",20210526-181202
Roberta Iadevaia," For yes, thank you, yes, thank you all for your presentation and I just want to thank again somehow for his.",20210526-181202
Roberta Iadevaia," Precious suggestions and I may ask you a few may explain a little more, if you want your next goals for the electronic literature in India, thank you.",20210526-181202
Samya Roy," Thank you, thank you so much for that question, Robert says nice to see you after like two or three days they waited you can do.",20210526-181202
Samya Roy," So for me electronically teacher well, a very important part of electronic register for me is to explore different technical challenges I mean.",20210526-181202
Samya Roy," Using vr ar it's very attractive very nice and it, it can be used in different other ways also watch, for me, we belong into a space, which is still very print dominated as.",20210526-181202
Samya Roy, People as Andy and and we were talking about i'm sorry if I can't get your name properly.,20210526-181202
Samya Roy," So, another important part of me is to propagate the notion of web based literacy by the use of electronic literature.",20210526-181202
Samya Roy," This is something that I have been saying for a long time that ever since we grow we have been growing up, we have been taught to read and write on paper.",20210526-181202
Samya Roy," But now, most of the reading and writing I won't say most but a major chunk of reading and writing happens online.",20210526-181202
Samya Roy," What we haven't been trained to do so, online, and so what I.",20210526-181202
Samya Roy," Experience from people of my generation and from our generation one not acquainted with the online the electronic or the web, or whatever you want to call it.",20210526-181202
Samya Roy," There is this print anxiety that comes into into the picture, which is extremely extremely visible that people are anxious about using the Internet about.",20210526-181202
Samya Roy," scared about pop ups or something like that, and they always want to use someone else's assistance, so I personally would think of using electronic register, because it challenges your perception of the media, where it is being written.",20210526-181202
Samya Roy," When when you click on it, whether you scroll to it, whether you drag point drop do whatever you want.",20210526-181202
Samya Roy, The images and then CC text then click on a hyperlink and go to a different web page see something and come back not anything extraordinary just the rudimentary.,20210526-181202
Samya Roy," It challenges your perception on how you do read things, how you perceive things on the web, and I believe that it has a very important pedagogical purpose that can be solved in pieces as basically music as the higher education classroom so yeah that's all.",20210526-181202
Samya Roy," That I was something that I would like to explore, in the name on.",20210526-181202
Samya Roy," The pedagogical possibility, thank you.",20210526-181202
Anne Karhio, Thank you something.,20210526-181202
Anne Karhio," Which is a few minutes left, and I think we let certain and ask is is questions question sorry I hope I didn't miss miss you too far as it's just it was your own or comments that actually you might be okay, but we have time for it.",20210526-181202
"S?ren Bro Pold (he, him)"," it's Okay, but it's.",20210526-181202
"S?ren Bro Pold (he, him)", yeah it's in continuation of these.,20210526-181202
"S?ren Bro Pold (he, him)", comments that have come up and the discussion we've had in the chat of you know platforms.,20210526-181202
"S?ren Bro Pold (he, him)", as compared to paper or print or something like that and and and.,20210526-181202
"S?ren Bro Pold (he, him)"," i'm totally agreeing to I think it was susie who pointed out that, that of course platforms have this kind of algorithmic.",20210526-181202
"S?ren Bro Pold (he, him)"," way of conforming to whatever you're doing, and also of of of limiting.",20210526-181202
"S?ren Bro Pold (he, him)", What you can do.,20210526-181202
"S?ren Bro Pold (he, him)"," Also, through data tracking and feedback, etc.",20210526-181202
"S?ren Bro Pold (he, him)"," Though I still also think, and that was where I think Karen and pointed in that direction that that this period, over the last year, where we've been so immersed in platforms.",20210526-181202
"S?ren Bro Pold (he, him)", We are we at this point where we might have started to to to to learn to read them in different ways that we we we learn.,20210526-181202
"S?ren Bro Pold (he, him)"," learn that the the data that tracks us is not necessarily us, I know, all kinds of great a gardener is going to speak about that later today that that we are not our data.",20210526-181202
"S?ren Bro Pold (he, him)", data is also just a language and and and I think the really interesting aspects here is is also have of the papers that was presented here is.,20210526-181202
"S?ren Bro Pold (he, him)"," Whether we have also different you both kind of use practices, but also reading practices within different communities and, of course, something like manifestos is is a way of challenging.",20210526-181202
"S?ren Bro Pold (he, him)", Also platforms right so So yes.,20210526-181202
"S?ren Bro Pold (he, him)", Perhaps it's not really a question.,20210526-181202
"S?ren Bro Pold (he, him)"," comment, but I think you know this yeah this moment of readings, I think, is really interesting.",20210526-181202
Anne Karhio, Thank you very much.,20210526-181202
Anne Karhio," And if it's a comment is a fine concluding comment I think if we have exactly one minute, so if somebody has a very short answer um we have time for that.",20210526-181202
Anne Karhio," But if everybody's happy with things as they are, I think we can we can accept that that was a wonderful concluding comment for for the panel um I think.",20210526-181202
Anne Karhio," I think we're Okay, in terms of questions and such.",20210526-181202
iqra khurshid, Okay.,20210526-181202
Anne Karhio, You have a question.,20210526-181202
iqra khurshid, I have to present.,20210526-181202
